
---------- Begin Simulation Statistics ----------
simSeconds                                  14.768883                       # Number of seconds simulated (Second)
simTicks                                 14768882797000                       # Number of ticks simulated (Tick)
finalTick                                14768882797000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  60634.13                       # Real time elapsed on the host (Second)
hostTickRate                                243573743                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1115148                       # Number of bytes of host memory used (Byte)
simInsts                                   8988253217                       # Number of instructions simulated (Count)
simOps                                    17160553451                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   148238                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     283018                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                      14768881998                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.643131                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.608594                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     19614157081                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3353250                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    19766119319                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               42421512                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           2456956840                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        4476932584                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved             2241323                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples         14336057575                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.378770                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.058504                       # Number of insts issued each cycle (Count)
system.cpu.lsq0.loadToUse::280-289            2207514      0.09%     99.23% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299            2357634      0.10%     99.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows         16392133      0.67%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value             1163                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total           2443222195                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses              2698254611                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses              1262146416                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                 140476071                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                   6408731                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses              1444598868                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                  15841823                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               69519679                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles               7439359877                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles              1860454960                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           2803                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                2945113211                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles            2021607045                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts            19960700532                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents              24215706                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents              586761325                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents              852329440                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents              659296348                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents           12283                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands         34110421967                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                 67204526795                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups              27010165632                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   2210853                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps           29037353387                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps               5073068516                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      73                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  82                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                1831433348                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                      32716322676                       # The number of ROB reads (Count)
system.cpu.rob.writes                     39590744966                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               8988253427                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                17160553451                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                  3113                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp            434332250                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty       63969393                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict          507473438                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq             916998                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp            916998                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq            13627750                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp           13627750                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq       434332251                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port    857333405                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port    488070448                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total               1345403853                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port  18286310528                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port  12767985216                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total               31054295744                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                         123792975                       # Total snoops (Count)
system.l2bus.snoopTraffic                  1709185408                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples           572493468                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.157849                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.364705                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                 482147898     84.22%     84.22% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                  90323567     15.78%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                     22003      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 2                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total             572493468                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy         971572699999                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.1                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy        857731882626                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.1                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy        487429471653                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests       896703361                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests    448622839                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests      1911518                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops          88428513                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops     88406510                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops        22003                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst         285174503                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data          45668500                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total            330843003                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst        285174503                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data         45668500                       # number of overall hits (Count)
system.l2cache.overallHits::total           330843003                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst          536776                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data       116400281                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total          116937057                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst         536776                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data      116400241                       # number of overall misses (Count)
system.l2cache.overallMisses::total         116937057                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst  37346757000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data 10154813896000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total  10192160653000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst  37346757000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data 10154813896000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total 10192160653000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst     285712279                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data     162076424                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total        447788703                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst    285712279                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data    162076424                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total       447788703                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.001882                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.718229                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.261163                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.001882                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.718229                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.261163                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 69446.678543                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 87234.730653                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 87152.932113                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 69446.678543                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 87234.730653                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 87152.932113                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks        26534441                       # number of writebacks (Count)
system.l2cache.writebacks::total             26534441                       # number of writebacks (Count)
system.l2cache.demandMshrHits::cpu.inst            18                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::cpu.data             3                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::total               21                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.inst           18                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.data            3                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::total              21                       # number of overall MSHR hits (Count)
system.l2cache.demandMshrMisses::cpu.inst       537758                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data    116407921                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total      116945679                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst       537758                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data    116407921                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total     116945679                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst  26590600000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data 7826655141000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total 7853245741000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst  26590600000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data 7826655141000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total 7853245741000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.001882                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.718229                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.261163                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.001882                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.718229                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::total     0.261163                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.demandAvgMshrMissLatency::cpu.inst 49447.149089                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::cpu.data 67234.730023                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::total 67152.936373                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.inst 49447.149089                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.data 67234.730023                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::total 67152.936373                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.replacements                 122005588                       # number of replacements (Count)
system.l2cache.CleanEvict.mshrMisses::writebacks     82833000                       # number of CleanEvict MSHR misses (Count)
system.l2cache.CleanEvict.mshrMisses::total     82833000                       # number of CleanEvict MSHR misses (Count)
system.l2cache.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache.ReadExReq.hits::cpu.data       5530271                       # number of ReadExReq hits (Count)
system.l2cache.ReadExReq.hits::total          5530271                       # number of ReadExReq hits (Count)
system.l2cache.ReadExReq.misses::cpu.data      8097172                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.misses::total        8097172                       # number of ReadExReq misses (Count)
system.l2cache.ReadExReq.missLatency::cpu.data 1030599763000                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.missLatency::total 1030599763000                       # number of ReadExReq miss ticks (Tick)
system.l2cache.ReadExReq.accesses::cpu.data     13627443                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache.ReadExReq.accesses::total     13627443                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache.ReadExReq.missRate::cpu.data     0.594181                       # miss rate for ReadExReq accesses (Ratio)
system.l2cache.ReadExReq.missRate::total     0.594181                       # miss rate for ReadExReq accesses (Ratio)
system.l2cache.ReadExReq.avgMissLatency::cpu.data 127278.976289                       # average ReadExReq miss latency ((Tick/Count))
system.l2cache.ReadExReq.avgMissLatency::total 127278.976289                       # average ReadExReq miss latency ((Tick/Count))
system.l2cache.ReadExReq.mshrMisses::cpu.data      8097172                       # number of ReadExReq MSHR misses (Count)
system.l2cache.ReadExReq.mshrMisses::total      8097172                       # number of ReadExReq MSHR misses (Count)
system.l2cache.ReadExReq.mshrMissLatency::cpu.data 868656323000                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2cache.ReadExReq.mshrMissLatency::total 868656323000                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2cache.ReadExReq.mshrMissRate::cpu.data     0.594181                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2cache.ReadExReq.mshrMissRate::total     0.594181                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2cache.ReadExReq.avgMshrMissLatency::cpu.data 107278.976289                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2cache.ReadExReq.avgMshrMissLatency::total 107278.976289                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.hits::cpu.inst    285174503                       # number of ReadSharedReq hits (Count)
system.l2cache.ReadSharedReq.hits::cpu.data     40138229                       # number of ReadSharedReq hits (Count)
system.l2cache.ReadSharedReq.hits::total    325312732                       # number of ReadSharedReq hits (Count)
system.l2cache.ReadSharedReq.misses::cpu.inst       537776                       # number of ReadSharedReq misses (Count)
system.l2cache.ReadSharedReq.misses::cpu.data    108310752                       # number of ReadSharedReq misses (Count)
system.l2cache.ReadSharedReq.misses::total    108848528                       # number of ReadSharedReq misses (Count)
system.l2cache.ReadSharedReq.missLatency::cpu.inst  37346757000                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache.ReadSharedReq.missLatency::cpu.data 9124214133000                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache.ReadSharedReq.missLatency::total 9161560890000                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache.ReadSharedReq.accesses::cpu.inst    285712279                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache.ReadSharedReq.accesses::cpu.data    148448981                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache.ReadSharedReq.accesses::total    434161260                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache.ReadSharedReq.missRate::cpu.inst     0.001882                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.missRate::cpu.data     0.729616                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.missRate::total     0.250710                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.avgMissLatency::cpu.inst 69446.678543                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMissLatency::cpu.data 84241.074543                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMissLatency::total 84167.981491                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.mshrHits::cpu.inst           18                       # number of ReadSharedReq MSHR hits (Count)
system.l2cache.ReadSharedReq.mshrHits::cpu.data            3                       # number of ReadSharedReq MSHR hits (Count)
system.l2cache.ReadSharedReq.mshrHits::total           21                       # number of ReadSharedReq MSHR hits (Count)
system.l2cache.ReadSharedReq.mshrMisses::cpu.inst       537758                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache.ReadSharedReq.mshrMisses::cpu.data    108310749                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache.ReadSharedReq.mshrMisses::total    108848507                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache.ReadSharedReq.mshrMissLatency::cpu.inst  26590600000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache.ReadSharedReq.mshrMissLatency::cpu.data 6957998818000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache.ReadSharedReq.mshrMissLatency::total 6984589418000                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache.ReadSharedReq.mshrMissRate::cpu.inst     0.001882                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.mshrMissRate::cpu.data     0.729616                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.mshrMissRate::total     0.250710                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache.ReadSharedReq.avgMshrMissLatency::cpu.inst 49447.149089                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMshrMissLatency::cpu.data 64241.073783                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache.ReadSharedReq.avgMshrMissLatency::total 64167.985492                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache.UpgradeReq.hits::cpu.data       818358                       # number of UpgradeReq hits (Count)
system.l2cache.UpgradeReq.hits::total          818358                       # number of UpgradeReq hits (Count)
system.l2cache.UpgradeReq.misses::cpu.data        93432                       # number of UpgradeReq misses (Count)
system.l2cache.UpgradeReq.misses::total         93432                       # number of UpgradeReq misses (Count)
system.l2cache.UpgradeReq.missLatency::cpu.data    121780000                       # number of UpgradeReq miss ticks (Tick)
system.l2cache.UpgradeReq.missLatency::total    121780000                       # number of UpgradeReq miss ticks (Tick)
system.l2cache.UpgradeReq.accesses::cpu.data       911790                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2cache.UpgradeReq.accesses::total       911790                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2cache.UpgradeReq.missRate::cpu.data     0.102471                       # miss rate for UpgradeReq accesses (Ratio)
system.l2cache.UpgradeReq.missRate::total     0.102471                       # miss rate for UpgradeReq accesses (Ratio)
system.l2cache.UpgradeReq.avgMissLatency::cpu.data  1303.407826                       # average UpgradeReq miss latency ((Tick/Count))
system.l2cache.UpgradeReq.avgMissLatency::total  1303.407826                       # average UpgradeReq miss latency ((Tick/Count))
system.l2cache.UpgradeReq.mshrMisses::cpu.data        93432                       # number of UpgradeReq MSHR misses (Count)
system.l2cache.UpgradeReq.mshrMisses::total        93432                       # number of UpgradeReq MSHR misses (Count)
system.l2cache.UpgradeReq.mshrMissLatency::cpu.data   4034558000                       # number of UpgradeReq MSHR miss ticks (Tick)
system.l2cache.UpgradeReq.mshrMissLatency::total   4034558000                       # number of UpgradeReq MSHR miss ticks (Tick)
system.l2cache.UpgradeReq.mshrMissRate::cpu.data     0.102471                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.l2cache.UpgradeReq.mshrMissRate::total     0.102471                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.l2cache.UpgradeReq.avgMshrMissLatency::cpu.data 43181.757856                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.l2cache.UpgradeReq.avgMshrMissLatency::total 43181.757856                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.l2cache.WritebackDirty.hits::writebacks     37434669                       # number of WritebackDirty hits (Count)
system.l2cache.WritebackDirty.hits::total     37434669                       # number of WritebackDirty hits (Count)
system.l2cache.WritebackDirty.accesses::writebacks     37434669                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.WritebackDirty.accesses::total     37434669                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache.replacement_policy.selectedA    102094402                       # Number of times A was selected to victimize (Unspecified)
system.l2cache.replacement_policy.selectedB     19915282                       # Number of times B was selected to victimize (Unspecified)
system.l2cache.tags.tagsInUse             4095.883195                       # Average ticks per tags in use ((Tick/Count))
system.l2cache.tags.totalRefs               813400535                       # Total number of references to valid blocks. (Count)
system.l2cache.tags.sampledRefs             122009684                       # Sample count of references to valid blocks. (Count)
system.l2cache.tags.avgRefs                  6.666688                       # Average number of references to valid blocks. ((Count/Count))
system.l2cache.tags.warmupTick                 128000                       # The tick when the warmup percentage was hit. (Tick)
system.l2cache.tags.occupancies::writebacks   354.585467                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.inst   612.452242                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.occupancies::cpu.data  3128.845486                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache.tags.avgOccs::writebacks      0.086569                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.inst        0.149524                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::cpu.data        0.763878                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.avgOccs::total           0.999971                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache.tags.occupanciesTaskId::1024         4096                       # Occupied blocks per task id (Count)
system.l2cache.tags.ageTaskId_1024::0              82                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::1             630                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::2            2896                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::3             415                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::4              73                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2cache.tags.tagAccesses            7292634108                       # Number of tag accesses (Count)
system.l2cache.tags.dataAccesses           7292634108                       # Number of data accesses (Count)
system.l2cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.transDist::ReadResp            108848506                       # Transaction distribution (Count)
system.l3bus.transDist::WritebackDirty       33567947                       # Transaction distribution (Count)
system.l3bus.transDist::CleanEvict          126394616                       # Transaction distribution (Count)
system.l3bus.transDist::UpgradeReq              98698                       # Transaction distribution (Count)
system.l3bus.transDist::UpgradeResp             93490                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExReq             8097114                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExResp            8097114                       # Transaction distribution (Count)
